time,tank pressure,chamber pressure,nozzle outlet pressure,oxidizer consumption,fuel consumption,oxidizer mass flow,fuel mass flow,O/F,oxidizer mass flow flux,port diameter,fuel recession velocity,experimental c star,throat diameter,gamma,thrust coefficient,nozzle area ratio,thrust,total impulse,
7.65,3.44503e+06,1.85158e+06,258000,1.20819,0.256265,0.147379,0.0340016,4.33448,91.2745,0.0453418,0.000607841,1293.14,0.0127,1.14226,1.44499,3.00081,333.152,2685.16,
7.66,3.44418e+06,1.85121e+06,258000,1.20966,0.256605,0.14734,0.0340014,4.33334,91.2011,0.045354,0.000607675,1293.17,0.0127,1.14226,1.44499,3.00081,333.086,2688.49,
7.67,3.44332e+06,1.85085e+06,258000,1.21113,0.256945,0.1473,0.0340012,4.3322,91.1278,0.0453661,0.000607509,1293.2,0.0127,1.14227,1.44499,3.00081,333.019,2691.82,
7.68,3.44247e+06,1.85048e+06,258000,1.21261,0.257285,0.147261,0.034001,4.33106,91.0545,0.0453783,0.000607343,1293.23,0.0127,1.14227,1.44499,3.00081,332.953,2695.15,
7.69,3.44161e+06,1.85058e+06,258000,1.21408,0.257625,0.147267,0.0340045,4.33082,91.0099,0.0453904,0.000607241,1293.23,0.0127,1.14227,1.44499,3.00081,332.972,2698.48,
7.7,3.44075e+06,1.85022e+06,258000,1.21555,0.257965,0.147228,0.0340043,4.32968,90.9368,0.0454025,0.000607076,1293.26,0.0127,1.14228,1.44498,3.00081,332.905,2701.81,
7.71,3.4399e+06,1.84985e+06,258000,1.21702,0.258305,0.147188,0.0340041,4.32854,90.8637,0.0454147,0.00060691,1293.29,0.0127,1.14228,1.44498,3.00081,332.839,2705.14,
7.72,3.43904e+06,1.84949e+06,258000,1.2185,0.258645,0.147148,0.0340039,4.3274,90.7907,0.0454268,0.000606744,1293.32,0.0127,1.14229,1.44498,3.00081,332.772,2708.47,
7.73,3.43818e+06,1.84959e+06,258000,1.21997,0.258985,0.147155,0.0340073,4.32716,90.7463,0.045439,0.000606643,1293.31,0.0127,1.14229,1.44498,3.00081,332.791,2711.79,
7.74,3.43733e+06,1.84922e+06,258000,1.22144,0.259325,0.147116,0.0340071,4.32602,90.6734,0.0454511,0.000606477,1293.34,0.0127,1.1423,1.44498,3.00081,332.724,2715.12,
7.75,3.43647e+06,1.84886e+06,258000,1.22291,0.259665,0.147076,0.0340069,4.32489,90.6006,0.0454632,0.000606312,1293.37,0.0127,1.1423,1.44497,3.00081,332.658,2718.45,
7.76,3.43562e+06,1.84849e+06,258000,1.22438,0.260005,0.147036,0.0340067,4.32375,90.5279,0.0454753,0.000606146,1293.4,0.0127,1.14231,1.44497,3.00081,332.591,2721.77,
7.77,3.43476e+06,1.84859e+06,258000,1.22585,0.260345,0.147043,0.0340101,4.32351,90.4838,0.0454875,0.000606046,1293.4,0.0127,1.14231,1.44497,3.00081,332.61,2725.1,
7.78,3.4339e+06,1.84823e+06,258000,1.22732,0.260685,0.147003,0.0340099,4.32237,90.4112,0.0454996,0.00060588,1293.43,0.0127,1.14231,1.44497,3.00081,332.543,2728.43,
7.79,3.43305e+06,1.84786e+06,258000,1.22879,0.261025,0.146963,0.0340096,4.32123,90.3387,0.0455117,0.000605715,1293.46,0.0127,1.14232,1.44497,3.00081,332.477,2731.75,
7.8,3.43219e+06,1.84749e+06,258000,1.23026,0.261365,0.146924,0.0340094,4.32009,90.2662,0.0455238,0.00060555,1293.49,0.0127,1.14232,1.44496,3.00081,332.41,2735.08,
7.81,3.43134e+06,1.84759e+06,258000,1.23173,0.261705,0.14693,0.0340128,4.31985,90.2223,0.0455359,0.00060545,1293.48,0.0127,1.14232,1.44496,3.00081,332.428,2738.4,
7.82,3.43048e+06,1.84723e+06,258000,1.2332,0.262046,0.146891,0.0340126,4.31872,90.15,0.045548,0.000605285,1293.51,0.0127,1.14233,1.44496,3.00081,332.362,2741.72,
7.83,3.42962e+06,1.84686e+06,258000,1.23467,0.262386,0.146851,0.0340124,4.31758,90.0777,0.0455601,0.00060512,1293.54,0.0127,1.14233,1.44496,3.00081,332.295,2745.05,
7.84,3.42877e+06,1.84649e+06,258000,1.23614,0.262726,0.146811,0.0340121,4.31644,90.0055,0.0455722,0.000604955,1293.57,0.0127,1.14234,1.44496,3.00081,332.228,2748.37,
7.85,3.42791e+06,1.84659e+06,258000,1.23761,0.263066,0.146818,0.0340155,4.3162,89.9618,0.0455843,0.000604855,1293.57,0.0127,1.14234,1.44496,3.00081,332.247,2751.69,
7.86,3.42705e+06,1.84623e+06,258000,1.23908,0.263406,0.146778,0.0340153,4.31507,89.8898,0.0455964,0.00060469,1293.6,0.0127,1.14235,1.44495,3.00081,332.18,2755.01,
7.87,3.4262e+06,1.84586e+06,258000,1.24054,0.263746,0.146739,0.0340151,4.31393,89.8178,0.0456085,0.000604525,1293.63,0.0127,1.14235,1.44495,3.00081,332.113,2758.34,
7.88,3.42534e+06,1.84549e+06,257000,1.24201,0.264086,0.146699,0.0340148,4.31279,89.7459,0.0456206,0.000604361,1293.66,0.0127,1.14236,1.44436,3.00081,331.911,2761.66,
7.89,3.42449e+06,1.84559e+06,257000,1.24348,0.264426,0.146705,0.0340182,4.31256,89.7024,0.0456327,0.000604261,1293.65,0.0127,1.14236,1.44436,3.00081,331.929,2764.98,
7.9,3.42363e+06,1.84523e+06,257000,1.24495,0.264767,0.146666,0.034018,4.31142,89.6307,0.0456448,0.000604097,1293.68,0.0127,1.14236,1.44436,3.00081,331.862,2768.29,
7.91,3.42277e+06,1.84486e+06,257000,1.24641,0.265107,0.146626,0.0340177,4.31028,89.5589,0.0456569,0.000603932,1293.71,0.0127,1.14237,1.44435,3.00081,331.796,2771.61,
7.92,3.42192e+06,1.84449e+06,257000,1.24788,0.265447,0.146586,0.0340174,4.30915,89.4873,0.0456689,0.000603768,1293.74,0.0127,1.14237,1.44435,3.00081,331.729,2774.93,
7.93,3.42106e+06,1.84459e+06,257000,1.24935,0.265787,0.146593,0.0340208,4.30891,89.4441,0.045681,0.000603669,1293.74,0.0127,1.14237,1.44435,3.00081,331.747,2778.25,
7.94,3.42021e+06,1.84422e+06,257000,1.25081,0.266127,0.146553,0.0340206,4.30777,89.3725,0.0456931,0.000603505,1293.77,0.0127,1.14238,1.44435,3.00081,331.68,2781.56,
7.95,3.41935e+06,1.84385e+06,257000,1.25228,0.266468,0.146513,0.0340203,4.30664,89.3011,0.0457051,0.000603341,1293.8,0.0127,1.14238,1.44435,3.00081,331.613,2784.88,
7.96,3.41849e+06,1.84349e+06,257000,1.25374,0.266808,0.146473,0.03402,4.3055,89.2297,0.0457172,0.000603177,1293.83,0.0127,1.14239,1.44434,3.00081,331.546,2788.2,
7.97,3.41764e+06,1.84359e+06,257000,1.25521,0.267148,0.14648,0.0340234,4.30527,89.1867,0.0457293,0.000603078,1293.82,0.0127,1.14239,1.44434,3.00081,331.565,2791.51,
7.98,3.41678e+06,1.84322e+06,257000,1.25667,0.267488,0.14644,0.0340232,4.30413,89.1155,0.0457413,0.000602914,1293.85,0.0127,1.1424,1.44434,3.00081,331.498,2794.83,
7.99,3.41592e+06,1.84285e+06,257000,1.25814,0.267828,0.1464,0.0340229,4.303,89.0443,0.0457534,0.00060275,1293.88,0.0127,1.1424,1.44434,3.00081,331.431,2798.14,
8,3.41507e+06,1.84248e+06,257000,1.2596,0.268169,0.146361,0.0340226,4.30186,88.9731,0.0457654,0.000602586,1293.91,0.0127,1.14241,1.44433,3.00081,331.364,2801.46,
8.01,3.41421e+06,1.84258e+06,257000,1.26106,0.268509,0.146367,0.034026,4.30163,88.9304,0.0457775,0.000602488,1293.91,0.0127,1.14241,1.44433,3.00081,331.382,2804.77,
8.02,3.41336e+06,1.84221e+06,257000,1.26253,0.268849,0.146327,0.0340257,4.30049,88.8594,0.0457895,0.000602324,1293.94,0.0127,1.14241,1.44433,3.00081,331.315,2808.08,
8.03,3.4125e+06,1.84184e+06,257000,1.26399,0.269189,0.146287,0.0340254,4.29936,88.7884,0.0458016,0.000602161,1293.97,0.0127,1.14242,1.44433,3.00081,331.248,2811.4,
8.04,3.41164e+06,1.84147e+06,257000,1.26545,0.26953,0.146248,0.0340251,4.29822,88.7176,0.0458136,0.000601997,1293.99,0.0127,1.14242,1.44433,3.00081,331.181,2814.71,
8.05,3.41079e+06,1.84157e+06,257000,1.26692,0.26987,0.146254,0.0340285,4.29799,88.675,0.0458257,0.000601899,1293.99,0.0127,1.14242,1.44433,3.00081,331.199,2818.02,
8.06,3.40993e+06,1.8412e+06,257000,1.26838,0.27021,0.146214,0.0340282,4.29686,88.6043,0.0458377,0.000601736,1294.02,0.0127,1.14243,1.44432,3.00081,331.132,2821.33,
8.07,3.40908e+06,1.84083e+06,257000,1.26984,0.27055,0.146175,0.0340279,4.29572,88.5336,0.0458497,0.000601573,1294.05,0.0127,1.14243,1.44432,3.00081,331.065,2824.64,
8.08,3.40822e+06,1.84046e+06,257000,1.2713,0.270891,0.146135,0.0340276,4.29459,88.463,0.0458618,0.00060141,1294.08,0.0127,1.14244,1.44432,3.00081,330.997,2827.95,
8.09,3.40736e+06,1.84057e+06,257000,1.27277,0.271231,0.146141,0.034031,4.29436,88.4207,0.0458738,0.000601312,1294.08,0.0127,1.14244,1.44432,3.00081,331.016,2831.26,
8.1,3.40651e+06,1.8402e+06,257000,1.27423,0.271571,0.146101,0.0340307,4.29322,88.3502,0.0458858,0.000601149,1294.11,0.0127,1.14245,1.44432,3.00081,330.949,2834.57,
8.11,3.40565e+06,1.83982e+06,257000,1.27569,0.271912,0.146061,0.0340304,4.29209,88.2798,0.0458978,0.000600986,1294.13,0.0127,1.14245,1.44431,3.00081,330.881,2837.88,
8.12,3.40479e+06,1.83945e+06,257000,1.27715,0.272252,0.146022,0.0340301,4.29095,88.2095,0.0459099,0.000600823,1294.16,0.0127,1.14246,1.44431,3.00081,330.814,2841.19,
8.13,3.40394e+06,1.83956e+06,257000,1.27861,0.272592,0.146028,0.0340335,4.29072,88.1674,0.0459219,0.000600725,1294.16,0.0127,1.14246,1.44431,3.00081,330.832,2844.5,
8.14,3.40308e+06,1.83918e+06,257000,1.28007,0.272933,0.145988,0.0340332,4.28959,88.0972,0.0459339,0.000600563,1294.19,0.0127,1.14246,1.44431,3.00081,330.765,2847.81,
8.15,3.40223e+06,1.83881e+06,256000,1.28153,0.273273,0.145948,0.0340328,4.28846,88.027,0.0459459,0.0006004,1294.22,0.0127,1.14247,1.44371,3.00081,330.562,2851.11,
8.16,3.40137e+06,1.83844e+06,256000,1.28299,0.273613,0.145908,0.0340325,4.28732,87.9569,0.0459579,0.000600238,1294.25,0.0127,1.14247,1.44371,3.00081,330.495,2854.42,
8.17,3.40051e+06,1.83854e+06,256000,1.28445,0.273954,0.145915,0.0340359,4.2871,87.9151,0.0459699,0.00060014,1294.25,0.0127,1.14247,1.44371,3.00081,330.513,2857.72,
8.18,3.39966e+06,1.83817e+06,256000,1.28591,0.274294,0.145875,0.0340356,4.28596,87.8451,0.0459819,0.000599978,1294.28,0.0127,1.14248,1.44371,3.00081,330.445,2861.03,
8.19,3.3988e+06,1.8378e+06,256000,1.28737,0.274634,0.145835,0.0340352,4.28483,87.7752,0.0459939,0.000599816,1294.3,0.0127,1.14248,1.4437,3.00081,330.378,2864.33,
8.2,3.39795e+06,1.83743e+06,256000,1.28883,0.274975,0.145795,0.0340349,4.2837,87.7054,0.0460059,0.000599653,1294.33,0.0127,1.14249,1.4437,3.00081,330.31,2867.64,
8.21,3.39709e+06,1.83753e+06,256000,1.29028,0.275315,0.145802,0.0340383,4.28347,87.6637,0.0460179,0.000599556,1294.33,0.0127,1.14249,1.4437,3.00081,330.329,2870.94,
8.22,3.39623e+06,1.83716e+06,256000,1.29174,0.275655,0.145762,0.0340379,4.28234,87.594,0.0460299,0.000599394,1294.36,0.0127,1.14249,1.4437,3.00081,330.261,2874.24,
8.23,3.39538e+06,1.83679e+06,256000,1.2932,0.275996,0.145722,0.0340376,4.2812,87.5244,0.0460419,0.000599232,1294.39,0.0127,1.1425,1.4437,3.00081,330.194,2877.54,
8.24,3.39452e+06,1.83641e+06,256000,1.29466,0.276336,0.145682,0.0340372,4.28007,87.4548,0.0460538,0.00059907,1294.42,0.0127,1.1425,1.44369,3.00081,330.126,2880.85,
8.25,3.39366e+06,1.83652e+06,256000,1.29611,0.276676,0.145688,0.0340406,4.27984,87.4133,0.0460658,0.000598974,1294.42,0.0127,1.14251,1.44369,3.00081,330.145,2884.15,
8.26,3.39281e+06,1.83614e+06,256000,1.29757,0.277017,0.145648,0.0340403,4.27871,87.3439,0.0460778,0.000598812,1294.44,0.0127,1.14251,1.44369,3.00081,330.077,2887.45,
8.27,3.39195e+06,1.83577e+06,256000,1.29903,0.277357,0.145608,0.0340399,4.27758,87.2745,0.0460898,0.00059865,1294.47,0.0127,1.14252,1.44369,3.00081,330.009,2890.75,
8.28,3.3911e+06,1.8354e+06,256000,1.30048,0.277698,0.145568,0.0340395,4.27645,87.2052,0.0461017,0.000598488,1294.5,0.0127,1.14252,1.44368,3.00081,329.942,2894.05,
8.29,3.39024e+06,1.8355e+06,256000,1.30194,0.278038,0.145575,0.0340429,4.27622,87.164,0.0461137,0.000598392,1294.5,0.0127,1.14252,1.44369,3.00081,329.96,2897.35,
8.3,3.38938e+06,1.83513e+06,256000,1.3034,0.278378,0.145535,0.0340425,4.27509,87.0948,0.0461257,0.000598231,1294.53,0.0127,1.14253,1.44368,3.00081,329.892,2900.65,
8.31,3.38853e+06,1.83475e+06,256000,1.30485,0.278719,0.145495,0.0340422,4.27396,87.0256,0.0461376,0.000598069,1294.56,0.0127,1.14253,1.44368,3.00081,329.824,2903.95,
8.32,3.38767e+06,1.83438e+06,256000,1.30631,0.279059,0.145455,0.0340418,4.27283,86.9565,0.0461496,0.000597908,1294.58,0.0127,1.14254,1.44368,3.00081,329.757,2907.24,
8.33,3.38682e+06,1.83448e+06,256000,1.30776,0.2794,0.145462,0.0340452,4.2726,86.9155,0.0461616,0.000597812,1294.58,0.0127,1.14254,1.44368,3.00081,329.775,2910.54,
8.34,3.38596e+06,1.83411e+06,256000,1.30922,0.27974,0.145421,0.0340448,4.27147,86.8466,0.0461735,0.00059765,1294.61,0.0127,1.14254,1.44367,3.00081,329.707,2913.84,
8.35,3.3851e+06,1.83374e+06,256000,1.31067,0.280081,0.145381,0.0340444,4.27034,86.7777,0.0461855,0.000597489,1294.64,0.0127,1.14255,1.44367,3.00081,329.639,2917.14,
8.36,3.38425e+06,1.83336e+06,256000,1.31212,0.280421,0.145341,0.0340441,4.26921,86.7089,0.0461974,0.000597328,1294.67,0.0127,1.14255,1.44367,3.00081,329.572,2920.43,
8.37,3.38339e+06,1.83346e+06,256000,1.31358,0.280761,0.145348,0.0340474,4.26899,86.6681,0.0462094,0.000597232,1294.67,0.0127,1.14256,1.44367,3.00081,329.59,2923.73,
8.38,3.38253e+06,1.83309e+06,256000,1.31503,0.281102,0.145308,0.034047,4.26786,86.5994,0.0462213,0.000597071,1294.7,0.0127,1.14256,1.44367,3.00081,329.522,2927.02,
8.39,3.38168e+06,1.83271e+06,256000,1.31648,0.281442,0.145268,0.0340466,4.26672,86.5307,0.0462332,0.00059691,1294.72,0.0127,1.14257,1.44366,3.00081,329.454,2930.32,
8.4,3.38082e+06,1.83234e+06,256000,1.31794,0.281783,0.145227,0.0340463,4.26559,86.4622,0.0462452,0.00059675,1294.75,0.0127,1.14257,1.44366,3.00081,329.386,2933.61,
8.41,3.37997e+06,1.83244e+06,256000,1.31939,0.282123,0.145234,0.0340496,4.26537,86.4216,0.0462571,0.000596654,1294.75,0.0127,1.14257,1.44366,3.00081,329.405,2936.91,
8.42,3.37911e+06,1.83207e+06,255000,1.32084,0.282464,0.145194,0.0340492,4.26424,86.3531,0.046269,0.000596494,1294.78,0.0127,1.14258,1.44306,3.00081,329.201,2940.2,
8.43,3.37825e+06,1.83169e+06,255000,1.32229,0.282804,0.145154,0.0340488,4.26311,86.2847,0.046281,0.000596333,1294.81,0.0127,1.14258,1.44306,3.00081,329.133,2943.49,
8.44,3.3774e+06,1.83132e+06,255000,1.32375,0.283145,0.145114,0.0340484,4.26198,86.2164,0.0462929,0.000596172,1294.84,0.0127,1.14259,1.44306,3.00081,329.065,2946.78,
8.45,3.37654e+06,1.83142e+06,255000,1.3252,0.283485,0.14512,0.0340518,4.26176,86.176,0.0463048,0.000596077,1294.84,0.0127,1.14259,1.44306,3.00081,329.083,2950.07,
8.46,3.37568e+06,1.83104e+06,255000,1.32665,0.283826,0.14508,0.0340514,4.26063,86.1078,0.0463167,0.000595917,1294.86,0.0127,1.14259,1.44305,3.00081,329.015,2953.36,
8.47,3.37483e+06,1.83067e+06,255000,1.3281,0.284166,0.14504,0.0340509,4.2595,86.0397,0.0463287,0.000595757,1294.89,0.0127,1.1426,1.44305,3.00081,328.947,2956.65,
8.48,3.37397e+06,1.83029e+06,255000,1.32955,0.284507,0.145,0.0340505,4.25837,85.9716,0.0463406,0.000595596,1294.92,0.0127,1.1426,1.44305,3.00081,328.879,2959.94,
8.49,3.37312e+06,1.8304e+06,255000,1.331,0.284847,0.145007,0.0340539,4.25815,85.9314,0.0463525,0.000595502,1294.92,0.0127,1.1426,1.44305,3.00081,328.897,2963.23,
8.5,3.37226e+06,1.83002e+06,255000,1.33245,0.285188,0.144966,0.0340535,4.25702,85.8634,0.0463644,0.000595341,1294.95,0.0127,1.14261,1.44304,3.00081,328.829,2966.52,
8.51,3.3714e+06,1.82965e+06,255000,1.3339,0.285528,0.144926,0.034053,4.25589,85.7955,0.0463763,0.000595181,1294.98,0.0127,1.14261,1.44304,3.00081,328.761,2969.81,
8.52,3.37055e+06,1.82927e+06,255000,1.33535,0.285869,0.144886,0.0340526,4.25476,85.7277,0.0463882,0.000595021,1295,0.0127,1.14262,1.44304,3.00081,328.693,2973.1,
8.53,3.36969e+06,1.82937e+06,255000,1.3368,0.286209,0.144893,0.034056,4.25454,85.6877,0.0464001,0.000594927,1295,0.0127,1.14262,1.44304,3.00081,328.711,2976.38,
8.54,3.36884e+06,1.82899e+06,255000,1.33825,0.28655,0.144852,0.0340555,4.25341,85.62,0.046412,0.000594767,1295.03,0.0127,1.14263,1.44304,3.00081,328.643,2979.67,
8.55,3.36798e+06,1.82862e+06,255000,1.3397,0.286891,0.144812,0.0340551,4.25228,85.5523,0.0464239,0.000594607,1295.06,0.0127,1.14263,1.44303,3.00081,328.574,2982.95,
8.56,3.36712e+06,1.82872e+06,255000,1.34114,0.287231,0.144819,0.0340584,4.25207,85.5125,0.0464358,0.000594513,1295.06,0.0127,1.14263,1.44303,3.00081,328.593,2986.24,
8.57,3.36627e+06,1.82834e+06,255000,1.34259,0.287572,0.144779,0.034058,4.25094,85.445,0.0464477,0.000594353,1295.09,0.0127,1.14264,1.44303,3.00081,328.524,2989.53,
8.58,3.36541e+06,1.82797e+06,255000,1.34404,0.287912,0.144738,0.0340576,4.24981,85.3775,0.0464595,0.000594194,1295.12,0.0127,1.14264,1.44303,3.00081,328.456,2992.81,
8.59,3.36455e+06,1.82759e+06,255000,1.34549,0.288253,0.144698,0.0340571,4.24868,85.3101,0.0464714,0.000594034,1295.14,0.0127,1.14265,1.44302,3.00081,328.388,2996.1,
8.6,3.3637e+06,1.82769e+06,255000,1.34694,0.288593,0.144705,0.0340605,4.24846,85.2705,0.0464833,0.00059394,1295.14,0.0127,1.14265,1.44302,3.00081,328.406,2999.38,
8.61,3.36284e+06,1.82732e+06,255000,1.34838,0.288934,0.144664,0.03406,4.24734,85.2032,0.0464952,0.000593781,1295.17,0.0127,1.14265,1.44302,3.00081,328.338,3002.66,
8.62,3.36199e+06,1.82694e+06,255000,1.34983,0.289275,0.144624,0.0340596,4.24621,85.1359,0.0465071,0.000593622,1295.2,0.0127,1.14266,1.44302,3.00081,328.269,3005.95,
8.63,3.36113e+06,1.82656e+06,255000,1.35128,0.289615,0.144584,0.0340591,4.24508,85.0688,0.0465189,0.000593462,1295.23,0.0127,1.14266,1.44301,3.00081,328.201,3009.23,
8.64,3.36027e+06,1.82666e+06,255000,1.35272,0.289956,0.14459,0.0340625,4.24486,85.0294,0.0465308,0.000593369,1295.23,0.0127,1.14266,1.44302,3.00081,328.219,3012.51,
8.65,3.35942e+06,1.82629e+06,255000,1.35417,0.290296,0.14455,0.034062,4.24374,84.9623,0.0465427,0.00059321,1295.25,0.0127,1.14267,1.44301,3.00081,328.151,3015.79,
8.66,3.35856e+06,1.82591e+06,255000,1.35561,0.290637,0.14451,0.0340615,4.24261,84.8953,0.0465545,0.000593051,1295.28,0.0127,1.14267,1.44301,3.00081,328.082,3019.07,
8.67,3.35771e+06,1.82553e+06,255000,1.35706,0.290978,0.144469,0.0340611,4.24148,84.8283,0.0465664,0.000592892,1295.31,0.0127,1.14268,1.44301,3.00081,328.013,3022.35,
8.68,3.35685e+06,1.82563e+06,255000,1.3585,0.291318,0.144476,0.0340644,4.24127,84.7891,0.0465782,0.000592798,1295.31,0.0127,1.14268,1.44301,3.00081,328.032,3025.63,
8.69,3.35599e+06,1.82525e+06,254000,1.35995,0.291659,0.144436,0.0340639,4.24014,84.7223,0.0465901,0.000592639,1295.34,0.0127,1.14269,1.44241,3.00081,327.828,3028.91,
8.7,3.35514e+06,1.82488e+06,254000,1.36139,0.292,0.144395,0.0340635,4.23901,84.6556,0.0466019,0.000592481,1295.37,0.0127,1.14269,1.4424,3.00081,327.759,3032.19,
8.71,3.35428e+06,1.8245e+06,254000,1.36284,0.29234,0.144355,0.034063,4.23788,84.5889,0.0466138,0.000592322,1295.39,0.0127,1.1427,1.4424,3.00081,327.69,3035.47,
8.72,3.35342e+06,1.8246e+06,254000,1.36428,0.292681,0.144362,0.0340663,4.23767,84.5499,0.0466256,0.000592229,1295.39,0.0127,1.1427,1.4424,3.00081,327.709,3038.75,
8.73,3.35257e+06,1.82422e+06,254000,1.36572,0.293021,0.144321,0.0340658,4.23654,84.4833,0.0466375,0.00059207,1295.42,0.0127,1.1427,1.4424,3.00081,327.64,3042.02,
8.74,3.35171e+06,1.82384e+06,254000,1.36717,0.293362,0.144281,0.0340654,4.23542,84.4167,0.0466493,0.000591912,1295.45,0.0127,1.14271,1.44239,3.00081,327.571,3045.3,
8.75,3.35086e+06,1.82346e+06,254000,1.36861,0.293703,0.144241,0.0340649,4.23429,84.3503,0.0466612,0.000591753,1295.48,0.0127,1.14271,1.44239,3.00081,327.502,3048.57,
8.76,3.35e+06,1.82357e+06,254000,1.37005,0.294043,0.144247,0.0340682,4.23408,84.3115,0.046673,0.000591661,1295.48,0.0127,1.14271,1.44239,3.00081,327.521,3051.85,
8.77,3.34914e+06,1.82319e+06,254000,1.3715,0.294384,0.144207,0.0340677,4.23295,84.2451,0.0466848,0.000591502,1295.5,0.0127,1.14272,1.44239,3.00081,327.452,3055.12,
8.78,3.34829e+06,1.82281e+06,254000,1.37294,0.294725,0.144166,0.0340672,4.23182,84.1788,0.0466967,0.000591344,1295.53,0.0127,1.14272,1.44238,3.00081,327.383,3058.4,
8.79,3.34743e+06,1.82243e+06,254000,1.37438,0.295065,0.144126,0.0340667,4.2307,84.1126,0.0467085,0.000591186,1295.56,0.0127,1.14273,1.44238,3.00081,327.314,3061.67,
8.8,3.34658e+06,1.82253e+06,254000,1.37582,0.295406,0.144133,0.03407,4.23048,84.074,0.0467203,0.000591094,1295.56,0.0127,1.14273,1.44238,3.00081,327.333,3064.94,
8.81,3.34572e+06,1.82215e+06,254000,1.37726,0.295747,0.144092,0.0340695,4.22936,84.0079,0.0467321,0.000590935,1295.59,0.0127,1.14273,1.44238,3.00081,327.264,3068.22,
8.82,3.34486e+06,1.82177e+06,254000,1.3787,0.296087,0.144052,0.034069,4.22823,83.9418,0.0467439,0.000590777,1295.62,0.0127,1.14274,1.44238,3.00081,327.195,3071.49,
8.83,3.34401e+06,1.82139e+06,254000,1.38014,0.296428,0.144011,0.0340685,4.22711,83.8758,0.0467558,0.000590619,1295.64,0.0127,1.14274,1.44237,3.00081,327.126,3074.76,
8.84,3.34315e+06,1.82149e+06,254000,1.38158,0.296769,0.144018,0.0340718,4.2269,83.8374,0.0467676,0.000590528,1295.64,0.0127,1.14275,1.44237,3.00081,327.144,3078.03,
8.85,3.34229e+06,1.82111e+06,254000,1.38303,0.29711,0.143978,0.0340713,4.22577,83.7715,0.0467794,0.00059037,1295.67,0.0127,1.14275,1.44237,3.00081,327.075,3081.3,
8.86,3.34144e+06,1.82073e+06,254000,1.38446,0.29745,0.143937,0.0340708,4.22464,83.7057,0.0467912,0.000590212,1295.7,0.0127,1.14275,1.44237,3.00081,327.006,3084.57,
8.87,3.34058e+06,1.82035e+06,254000,1.3859,0.297791,0.143897,0.0340703,4.22352,83.6399,0.046803,0.000590054,1295.73,0.0127,1.14276,1.44236,3.00081,326.937,3087.84,
8.88,3.33973e+06,1.82045e+06,254000,1.38734,0.298132,0.143903,0.0340736,4.22331,83.6017,0.0468148,0.000589963,1295.73,0.0127,1.14276,1.44236,3.00081,326.956,3091.11,
8.89,3.33887e+06,1.82007e+06,254000,1.38878,0.298472,0.143863,0.0340731,4.22218,83.536,0.0468266,0.000589805,1295.75,0.0127,1.14277,1.44236,3.00081,326.887,3094.38,
8.9,3.33801e+06,1.81969e+06,254000,1.39022,0.298813,0.143822,0.0340726,4.22106,83.4704,0.0468384,0.000589647,1295.78,0.0127,1.14277,1.44236,3.00081,326.818,3097.65,
8.91,3.33716e+06,1.81931e+06,254000,1.39166,0.299154,0.143782,0.034072,4.21993,83.4049,0.0468502,0.00058949,1295.81,0.0127,1.14278,1.44235,3.00081,326.748,3100.92,
8.92,3.3363e+06,1.81941e+06,254000,1.3931,0.299495,0.143789,0.0340753,4.21972,83.3669,0.046862,0.000589399,1295.81,0.0127,1.14278,1.44235,3.00081,326.767,3104.19,
8.93,3.33545e+06,1.81903e+06,254000,1.39454,0.299835,0.143748,0.0340748,4.2186,83.3015,0.0468737,0.000589241,1295.84,0.0127,1.14278,1.44235,3.00081,326.698,3107.45,
8.94,3.33459e+06,1.81865e+06,254000,1.39597,0.300176,0.143707,0.0340743,4.21747,83.2361,0.0468855,0.000589084,1295.87,0.0127,1.14279,1.44235,3.00081,326.628,3110.72,
8.95,3.33373e+06,1.81827e+06,253000,1.39741,0.300517,0.143667,0.0340737,4.21635,83.1708,0.0468973,0.000588927,1295.89,0.0127,1.14279,1.44174,3.00081,326.424,3113.99,
8.96,3.33288e+06,1.81837e+06,253000,1.39885,0.300858,0.143674,0.034077,4.21614,83.133,0.0469091,0.000588836,1295.89,0.0127,1.14279,1.44175,3.00081,326.442,3117.25,
8.97,3.33202e+06,1.81799e+06,253000,1.40028,0.301198,0.143633,0.0340765,4.21502,83.0678,0.0469209,0.000588679,1295.92,0.0127,1.1428,1.44174,3.00081,326.373,3120.51,
8.98,3.33116e+06,1.81761e+06,253000,1.40172,0.301539,0.143592,0.034076,4.21389,83.0026,0.0469326,0.000588522,1295.95,0.0127,1.1428,1.44174,3.00081,326.303,3123.78,
8.99,3.33031e+06,1.81771e+06,253000,1.40316,0.30188,0.143599,0.0340792,4.21368,82.9649,0.0469444,0.000588431,1295.95,0.0127,1.1428,1.44174,3.00081,326.322,3127.04,
9,3.32945e+06,1.81733e+06,253000,1.40459,0.302221,0.143559,0.0340787,4.21256,82.8999,0.0469562,0.000588274,1295.98,0.0127,1.14281,1.44174,3.00081,326.252,3130.3,
9.01,3.3286e+06,1.81695e+06,253000,1.40603,0.302561,0.143518,0.0340781,4.21144,82.8349,0.0469679,0.000588117,1296,0.0127,1.14281,1.44173,3.00081,326.183,3133.57,
