time,tank pressure,chamber pressure,nozzle outlet pressure,oxidizer consumption,fuel consumption,oxidizer mass flow,fuel mass flow,O/F,oxidizer mass flow flux,port diameter,fuel recession velocity,experimental c star,throat diameter,gamma,thrust coefficient,nozzle area ratio,thrust,total impulse,
0,4.1e+06,2.02158e+06,283000,0,0,0.168272,0.0327414,5.13942,174.898,0.035,0.00075826,1273.98,0.0127,1.1406,1.45959,3.00081,367.415,0,
0.01,4.09914e+06,2.02131e+06,283000,0.00168272,0.000327414,0.168237,0.0327436,5.13801,174.711,0.0350152,0.000757984,1274.02,0.0127,1.1406,1.45959,3.00081,367.366,3.67391,
0.02,4.09829e+06,2.02143e+06,283000,0.00336526,0.000654839,0.168243,0.0327485,5.13741,174.566,0.0350303,0.00075777,1274.03,0.0127,1.1406,1.45959,3.00081,367.388,7.34768,
0.03,4.09743e+06,2.02116e+06,283000,0.00504766,0.0009823,0.168208,0.0327508,5.136,174.379,0.0350455,0.000757494,1274.06,0.0127,1.1406,1.45959,3.00081,367.339,11.0213,
0.04,4.09658e+06,2.02089e+06,283000,0.00672991,0.0013098,0.168173,0.032753,5.1346,174.192,0.0350606,0.000757218,1274.1,0.0127,1.1406,1.45959,3.00081,367.29,14.6945,
0.05,4.09572e+06,2.02062e+06,283000,0.00841182,0.00163732,0.168139,0.0327552,5.13319,174.006,0.0350758,0.000756943,1274.13,0.0127,1.1406,1.45959,3.00081,367.24,18.3671,
0.06,4.09486e+06,2.02034e+06,283000,0.0100934,0.00196486,0.168104,0.0327575,5.13178,173.82,0.0350909,0.000756668,1274.17,0.0127,1.1406,1.4596,3.00081,367.191,22.0393,
0.07,4.09401e+06,2.02046e+06,283000,0.0117746,0.00229242,0.16811,0.0327624,5.13119,173.676,0.035106,0.000756455,1274.17,0.0127,1.1406,1.4596,3.00081,367.213,25.7113,
0.08,4.09315e+06,2.02019e+06,283000,0.0134557,0.00262002,0.168075,0.0327646,5.12978,173.491,0.0351211,0.00075618,1274.21,0.0127,1.1406,1.4596,3.00081,367.164,29.3832,
0.09,4.09229e+06,2.01992e+06,283000,0.0151366,0.00294765,0.168041,0.0327668,5.12838,173.306,0.0351363,0.000755906,1274.24,0.0127,1.1406,1.4596,3.00081,367.114,33.0546,
0.1,4.09144e+06,2.01965e+06,283000,0.0168172,0.00327531,0.168006,0.032769,5.12697,173.121,0.0351514,0.000755632,1274.28,0.0127,1.1406,1.4596,3.00081,367.065,36.7254,
0.11,4.09058e+06,2.01938e+06,283000,0.0184974,0.00360299,0.167971,0.0327712,5.12557,172.937,0.0351665,0.000755358,1274.31,0.0127,1.1406,1.4596,3.00081,367.016,40.3959,
0.12,4.08973e+06,2.0195e+06,283000,0.0201773,0.00393069,0.167977,0.0327761,5.12498,172.794,0.0351816,0.000755146,1274.32,0.0127,1.1406,1.4596,3.00081,367.038,44.0661,
0.13,4.08887e+06,2.01923e+06,283000,0.021857,0.00425843,0.167942,0.0327783,5.12358,172.61,0.0351967,0.000754873,1274.35,0.0127,1.1406,1.4596,3.00081,366.988,47.7362,
0.14,4.08801e+06,2.01895e+06,283000,0.0235366,0.0045862,0.167907,0.0327805,5.12218,172.427,0.0352118,0.0007546,1274.39,0.0127,1.1406,1.4596,3.00081,366.939,51.4059,
0.15,4.08716e+06,2.01868e+06,282000,0.0252159,0.00491399,0.167873,0.0327827,5.12077,172.243,0.0352269,0.000754327,1274.42,0.0127,1.1406,1.45906,3.00081,366.753,55.0743,
0.16,4.0863e+06,2.01841e+06,282000,0.0268948,0.00524181,0.167838,0.0327849,5.11937,172.06,0.035242,0.000754054,1274.46,0.0127,1.1406,1.45906,3.00081,366.704,58.7416,
0.17,4.08545e+06,2.01853e+06,282000,0.0285733,0.00556965,0.167844,0.0327897,5.11879,171.919,0.035257,0.000753844,1274.47,0.0127,1.1406,1.45906,3.00081,366.726,62.4088,
0.18,4.08459e+06,2.01825e+06,282000,0.0302517,0.00589752,0.167809,0.0327919,5.11739,171.737,0.0352721,0.000753572,1274.5,0.0127,1.1406,1.45906,3.00081,366.676,66.0758,
0.19,4.08373e+06,2.01798e+06,282000,0.03193,0.00622543,0.167774,0.0327941,5.11599,171.554,0.0352872,0.0007533,1274.54,0.0127,1.1406,1.45906,3.00081,366.627,69.7423,
0.2,4.08288e+06,2.01771e+06,282000,0.0336079,0.00655336,0.167739,0.0327962,5.11459,171.372,0.0353022,0.000753028,1274.57,0.0127,1.1406,1.45906,3.00081,366.577,73.4083,
0.21,4.08202e+06,2.01743e+06,282000,0.0352855,0.00688131,0.167705,0.0327984,5.1132,171.191,0.0353173,0.000752757,1274.6,0.0127,1.1406,1.45906,3.00081,366.527,77.0738,
0.22,4.08116e+06,2.01755e+06,282000,0.0369627,0.00720928,0.167711,0.0328033,5.11262,171.051,0.0353323,0.000752548,1274.61,0.0127,1.1406,1.45906,3.00081,366.549,80.7392,
0.23,4.08031e+06,2.01728e+06,282000,0.0386398,0.00753729,0.167676,0.0328054,5.11122,170.87,0.0353474,0.000752277,1274.65,0.0127,1.1406,1.45906,3.00081,366.499,84.4045,
0.24,4.07945e+06,2.01701e+06,282000,0.0403167,0.00786533,0.167641,0.0328076,5.10982,170.689,0.0353624,0.000752006,1274.68,0.0127,1.1406,1.45906,3.00081,366.45,88.0692,
0.25,4.0786e+06,2.01673e+06,282000,0.0419933,0.0081934,0.167606,0.0328097,5.10843,170.509,0.0353775,0.000751736,1274.72,0.0127,1.1406,1.45906,3.00081,366.4,91.7335,
0.26,4.07774e+06,2.01646e+06,282000,0.0436695,0.00852149,0.167571,0.0328119,5.10704,170.329,0.0353925,0.000751466,1274.75,0.0127,1.1406,1.45906,3.00081,366.35,95.3972,
0.27,4.07688e+06,2.01658e+06,282000,0.0453454,0.00884959,0.167577,0.0328167,5.10646,170.19,0.0354075,0.000751258,1274.76,0.0127,1.1406,1.45906,3.00081,366.372,99.0608,
0.28,4.07603e+06,2.0163e+06,282000,0.0470212,0.00917774,0.167542,0.0328189,5.10507,170.01,0.0354225,0.000750988,1274.79,0.0127,1.1406,1.45906,3.00081,366.322,102.724,
0.29,4.07517e+06,2.01603e+06,282000,0.0486968,0.00950592,0.167508,0.032821,5.10367,169.831,0.0354376,0.000750718,1274.83,0.0127,1.1406,1.45906,3.00081,366.272,106.387,
0.3,4.07432e+06,2.01575e+06,282000,0.050372,0.00983411,0.167473,0.0328231,5.10228,169.652,0.0354526,0.000750449,1274.86,0.0127,1.1406,1.45906,3.00081,366.222,110.05,
0.31,4.07346e+06,2.01548e+06,282000,0.0520469,0.0101623,0.167438,0.0328252,5.10089,169.473,0.0354676,0.00075018,1274.9,0.0127,1.1406,1.45906,3.00081,366.172,113.712,
0.32,4.0726e+06,2.0156e+06,282000,0.0537215,0.0104906,0.167444,0.0328301,5.10032,169.336,0.0354826,0.000749974,1274.9,0.0127,1.1406,1.45906,3.00081,366.194,117.374,
0.33,4.07175e+06,2.01532e+06,282000,0.0553959,0.0108189,0.167409,0.0328322,5.09893,169.158,0.0354976,0.000749705,1274.94,0.0127,1.1406,1.45906,3.00081,366.144,121.035,
0.34,4.07089e+06,2.01505e+06,282000,0.0570701,0.0111472,0.167374,0.0328343,5.09754,168.98,0.0355126,0.000749437,1274.97,0.0127,1.1406,1.45906,3.00081,366.094,124.696,
0.35,4.07003e+06,2.01477e+06,282000,0.0587441,0.0114755,0.167339,0.0328364,5.09615,168.802,0.0355275,0.000749169,1275.01,0.0127,1.1406,1.45906,3.00081,366.044,128.357,
0.36,4.06918e+06,2.0145e+06,282000,0.0604176,0.0118039,0.167304,0.0328385,5.09476,168.625,0.0355425,0.000748901,1275.04,0.0127,1.1406,1.45906,3.00081,365.994,132.017,
0.37,4.06832e+06,2.01462e+06,282000,0.0620908,0.0121322,0.16731,0.0328433,5.09419,168.488,0.0355575,0.000748695,1275.05,0.0127,1.1406,1.45906,3.00081,366.016,135.677,
0.38,4.06747e+06,2.01434e+06,282000,0.0637639,0.0124606,0.167275,0.0328454,5.09281,168.312,0.0355725,0.000748428,1275.08,0.0127,1.1406,1.45906,3.00081,365.966,139.337,
0.39,4.06661e+06,2.01407e+06,282000,0.0654368,0.0127891,0.16724,0.0328475,5.09142,168.135,0.0355874,0.000748161,1275.12,0.0127,1.1406,1.45906,3.00081,365.916,142.997,
0.4,4.06575e+06,2.01379e+06,282000,0.0671094,0.0131175,0.167206,0.0328496,5.09003,167.959,0.0356024,0.000747894,1275.15,0.0127,1.1406,1.45906,3.00081,365.866,146.656,
0.41,4.0649e+06,2.01351e+06,282000,0.0687816,0.013446,0.167171,0.0328517,5.08865,167.783,0.0356174,0.000747628,1275.18,0.0127,1.1406,1.45906,3.00081,365.816,150.314,
0.42,4.06404e+06,2.01363e+06,282000,0.0704535,0.0137745,0.167177,0.0328565,5.08808,167.648,0.0356323,0.000747423,1275.19,0.0127,1.1406,1.45906,3.00081,365.837,153.972,
0.43,4.06318e+06,2.01336e+06,282000,0.0721253,0.0141031,0.167142,0.0328586,5.0867,167.472,0.0356472,0.000747157,1275.23,0.0127,1.1406,1.45906,3.00081,365.787,157.63,
0.44,4.06233e+06,2.01308e+06,282000,0.0737969,0.0144317,0.167107,0.0328606,5.08532,167.297,0.0356622,0.000746891,1275.26,0.0127,1.1406,1.45906,3.00081,365.737,161.288,
0.45,4.06147e+06,2.0128e+06,282000,0.0754681,0.0147602,0.167072,0.0328627,5.08394,167.122,0.0356771,0.000746626,1275.29,0.0127,1.1406,1.45906,3.00081,365.687,164.945,
0.46,4.06062e+06,2.01252e+06,282000,0.077139,0.0150889,0.167037,0.0328648,5.08255,166.947,0.035692,0.00074636,1275.33,0.0127,1.1406,1.45906,3.00081,365.636,168.602,
0.47,4.05976e+06,2.01264e+06,282000,0.0788095,0.0154175,0.167043,0.0328696,5.08199,166.814,0.035707,0.000746157,1275.34,0.0127,1.1406,1.45906,3.00081,365.658,172.258,
0.48,4.0589e+06,2.01237e+06,282000,0.0804799,0.0157462,0.167008,0.0328716,5.08061,166.64,0.0357219,0.000745892,1275.37,0.0127,1.1406,1.45906,3.00081,365.608,175.915,
0.49,4.05805e+06,2.01209e+06,282000,0.0821502,0.0160749,0.166973,0.0328737,5.07923,166.466,0.0357368,0.000745627,1275.4,0.0127,1.1406,1.45906,3.00081,365.557,179.57,
0.5,4.05719e+06,2.01181e+06,282000,0.0838201,0.0164036,0.166938,0.0328757,5.07785,166.292,0.0357517,0.000745363,1275.44,0.0127,1.1406,1.45906,3.00081,365.507,183.226,
0.51,4.05634e+06,2.01153e+06,281000,0.0854896,0.0167324,0.166903,0.0328778,5.07647,166.119,0.0357666,0.000745099,1275.47,0.0127,1.1406,1.45852,3.00081,365.321,186.88,
0.52,4.05548e+06,2.01165e+06,282000,0.0871589,0.0170611,0.166909,0.0328825,5.07591,165.986,0.0357815,0.000744896,1275.48,0.0127,1.1406,1.45906,3.00081,365.478,190.534,
0.53,4.05462e+06,2.01138e+06,281000,0.0888279,0.0173899,0.166874,0.0328846,5.07454,165.814,0.0357964,0.000744633,1275.51,0.0127,1.1406,1.45852,3.00081,365.292,194.188,
0.54,4.05377e+06,2.0111e+06,281000,0.0904968,0.0177188,0.166839,0.0328866,5.07316,165.641,0.0358113,0.000744369,1275.55,0.0127,1.1406,1.45852,3.00081,365.242,197.84,
0.55,4.05291e+06,2.01082e+06,281000,0.0921654,0.0180476,0.166804,0.0328886,5.07178,165.469,0.0358262,0.000744106,1275.58,0.0127,1.1406,1.45852,3.00081,365.191,201.493,
0.56,4.05205e+06,2.01054e+06,281000,0.0938336,0.0183765,0.166769,0.0328907,5.07041,165.297,0.0358411,0.000743843,1275.61,0.0127,1.1406,1.45852,3.00081,365.141,205.144,
0.57,4.0512e+06,2.01066e+06,281000,0.0955015,0.0187054,0.166775,0.0328954,5.06985,165.165,0.0358559,0.000743642,1275.62,0.0127,1.1406,1.45852,3.00081,365.162,208.796,
0.58,4.05034e+06,2.01038e+06,281000,0.0971692,0.0190343,0.16674,0.0328974,5.06848,164.994,0.0358708,0.000743379,1275.66,0.0127,1.1406,1.45852,3.00081,365.112,212.447,
0.59,4.04949e+06,2.0101e+06,281000,0.0988368,0.0193633,0.166705,0.0328995,5.06711,164.823,0.0358857,0.000743117,1275.69,0.0127,1.1406,1.45852,3.00081,365.061,216.098,
0.6,4.04863e+06,2.00982e+06,281000,0.100504,0.0196923,0.16667,0.0329015,5.06573,164.652,0.0359005,0.000742855,1275.72,0.0127,1.1406,1.45852,3.00081,365.01,219.748,
0.61,4.04777e+06,2.00954e+06,281000,0.102171,0.0200213,0.166635,0.0329035,5.06436,164.481,0.0359154,0.000742593,1275.76,0.0127,1.1406,1.45852,3.00081,364.96,223.398,
0.62,4.04692e+06,2.00966e+06,281000,0.103837,0.0203503,0.166641,0.0329082,5.06381,164.351,0.0359302,0.000742393,1275.76,0.0127,1.1406,1.45852,3.00081,364.981,227.048,
0.63,4.04606e+06,2.00938e+06,281000,0.105504,0.0206794,0.166606,0.0329102,5.06244,164.181,0.0359451,0.000742131,1275.8,0.0127,1.1406,1.45852,3.00081,364.931,230.697,
0.64,4.04521e+06,2.0091e+06,281000,0.10717,0.0210084,0.166571,0.0329122,5.06107,164.011,0.0359599,0.00074187,1275.83,0.0127,1.1406,1.45852,3.00081,364.88,234.346,
0.65,4.04435e+06,2.00882e+06,281000,0.108836,0.0213376,0.166536,0.0329142,5.0597,163.841,0.0359747,0.000741609,1275.87,0.0127,1.1406,1.45852,3.00081,364.829,237.995,
0.66,4.04349e+06,2.00855e+06,281000,0.110501,0.0216667,0.166501,0.0329162,5.05833,163.672,0.0359896,0.000741348,1275.9,0.0127,1.1406,1.45852,3.00081,364.778,241.643,
0.67,4.04264e+06,2.00866e+06,281000,0.112167,0.0219958,0.166507,0.0329209,5.05778,163.543,0.0360044,0.000741149,1275.91,0.0127,1.1406,1.45852,3.00081,364.8,245.291,
0.68,4.04178e+06,2.00838e+06,281000,0.113832,0.022325,0.166472,0.0329229,5.05641,163.374,0.0360192,0.000740889,1275.94,0.0127,1.1406,1.45852,3.00081,364.749,248.939,
0.69,4.04092e+06,2.0081e+06,281000,0.115497,0.0226542,0.166437,0.0329249,5.05504,163.205,0.036034,0.000740629,1275.97,0.0127,1.1406,1.45852,3.00081,364.698,252.586,
0.7,4.04007e+06,2.00782e+06,281000,0.117161,0.0229835,0.166402,0.0329268,5.05367,163.037,0.0360488,0.000740369,1276.01,0.0127,1.1406,1.45852,3.00081,364.647,256.233,
0.71,4.03921e+06,2.00754e+06,281000,0.118825,0.0233127,0.166367,0.0329288,5.05231,162.868,0.0360636,0.000740109,1276.04,0.0127,1.1406,1.45852,3.00081,364.597,259.879,
0.72,4.03836e+06,2.00766e+06,281000,0.120489,0.023642,0.166372,0.0329335,5.05176,162.741,0.0360784,0.000739912,1276.05,0.0127,1.1406,1.45852,3.00081,364.618,263.525,
0.73,4.0375e+06,2.00738e+06,281000,0.122153,0.0239713,0.166337,0.0329355,5.0504,162.573,0.0360932,0.000739653,1276.08,0.0127,1.1406,1.45852,3.00081,364.567,267.171,
0.74,4.03664e+06,2.0071e+06,281000,0.123816,0.0243007,0.166302,0.0329375,5.04903,162.406,0.036108,0.000739393,1276.12,0.0127,1.1406,1.45852,3.00081,364.516,270.816,
0.75,4.03579e+06,2.00682e+06,281000,0.12548,0.02463,0.166267,0.0329394,5.04767,162.238,0.0361228,0.000739135,1276.15,0.0127,1.1406,1.45852,3.00081,364.465,274.461,
0.76,4.03493e+06,2.00654e+06,281000,0.127142,0.0249594,0.166232,0.0329414,5.0463,162.072,0.0361376,0.000738876,1276.18,0.0127,1.1406,1.45852,3.00081,364.414,278.106,
0.77,4.03408e+06,2.00666e+06,281000,0.128805,0.0252888,0.166238,0.0329461,5.04576,161.945,0.0361524,0.00073868,1276.19,0.0127,1.1406,1.45852,3.00081,364.436,281.75,
0.78,4.03322e+06,2.00637e+06,281000,0.130467,0.0256183,0.166203,0.032948,5.0444,161.778,0.0361671,0.000738421,1276.22,0.0127,1.1406,1.45852,3.00081,364.385,285.394,
0.79,4.03236e+06,2.00609e+06,281000,0.132129,0.0259477,0.166168,0.0329499,5.04304,161.612,0.0361819,0.000738164,1276.26,0.0127,1.1406,1.45852,3.00081,364.334,289.038,
0.8,4.03151e+06,2.00581e+06,281000,0.133791,0.0262772,0.166133,0.0329519,5.04168,161.446,0.0361967,0.000737906,1276.29,0.0127,1.1406,1.45852,3.00081,364.282,292.681,
0.81,4.03065e+06,2.00553e+06,281000,0.135453,0.0266067,0.166098,0.0329538,5.04032,161.281,0.0362114,0.000737648,1276.32,0.0127,1.1406,1.45852,3.00081,364.231,296.323,
0.82,4.02979e+06,2.00565e+06,281000,0.137114,0.0269363,0.166103,0.0329585,5.03978,161.155,0.0362262,0.000737453,1276.33,0.0127,1.1406,1.45852,3.00081,364.253,299.966,
0.83,4.02894e+06,2.00537e+06,281000,0.138775,0.0272658,0.166068,0.0329604,5.03842,160.99,0.0362409,0.000737196,1276.37,0.0127,1.1406,1.45852,3.00081,364.202,303.608,
0.84,4.02808e+06,2.00508e+06,281000,0.140436,0.0275954,0.166033,0.0329623,5.03706,160.825,0.0362556,0.000736939,1276.4,0.0127,1.1406,1.45853,3.00081,364.15,307.25,
0.85,4.02723e+06,2.0048e+06,281000,0.142096,0.027925,0.165998,0.0329642,5.0357,160.66,0.0362704,0.000736683,1276.43,0.0127,1.1406,1.45853,3.00081,364.099,310.891,
0.86,4.02637e+06,2.00452e+06,281000,0.143756,0.0282547,0.165963,0.0329662,5.03434,160.496,0.0362851,0.000736426,1276.47,0.0127,1.1406,1.45853,3.00081,364.048,314.532,
0.87,4.02551e+06,2.00464e+06,281000,0.145416,0.0285843,0.165969,0.0329708,5.03381,160.372,0.0362998,0.000736232,1276.47,0.0127,1.1406,1.45853,3.00081,364.069,318.172,
0.88,4.02466e+06,2.00435e+06,280000,0.147076,0.028914,0.165934,0.0329727,5.03245,160.208,0.0363146,0.000735976,1276.51,0.0127,1.1406,1.45798,3.00081,363.882,321.812,
0.89,4.0238e+06,2.00407e+06,280000,0.148735,0.0292437,0.165899,0.0329746,5.03109,160.044,0.0363293,0.00073572,1276.54,0.0127,1.1406,1.45798,3.00081,363.831,325.45,
0.9,4.02295e+06,2.00379e+06,280000,0.150395,0.0295735,0.165863,0.0329765,5.02974,159.881,0.036344,0.000735465,1276.57,0.0127,1.1406,1.45798,3.00081,363.78,329.089,
0.91,4.02209e+06,2.00351e+06,280000,0.152053,0.0299032,0.165828,0.0329784,5.02838,159.717,0.0363587,0.000735209,1276.61,0.0127,1.1406,1.45798,3.00081,363.728,332.726,
0.92,4.02123e+06,2.00362e+06,280000,0.153712,0.030233,0.165834,0.0329831,5.02785,159.594,0.0363734,0.000735016,1276.61,0.0127,1.1406,1.45798,3.00081,363.749,336.363,
0.93,4.02038e+06,2.00334e+06,280000,0.15537,0.0305628,0.165799,0.032985,5.0265,159.431,0.0363881,0.000734761,1276.65,0.0127,1.1406,1.45798,3.00081,363.698,340.001,
0.94,4.01952e+06,2.00306e+06,280000,0.157028,0.0308926,0.165764,0.0329869,5.02515,159.269,0.0364028,0.000734507,1276.68,0.0127,1.1406,1.45798,3.00081,363.647,343.637,
0.95,4.01866e+06,2.00277e+06,280000,0.158686,0.0312225,0.165729,0.0329887,5.02379,159.107,0.0364175,0.000734252,1276.71,0.0127,1.1406,1.45798,3.00081,363.595,347.274,
0.96,4.01781e+06,2.00249e+06,280000,0.160344,0.0315524,0.165693,0.0329906,5.02244,158.945,0.0364321,0.000733998,1276.75,0.0127,1.1406,1.45798,3.00081,363.544,350.909,
0.97,4.01695e+06,2.00261e+06,280000,0.162001,0.0318823,0.165699,0.0329953,5.02191,158.822,0.0364468,0.000733806,1276.75,0.0127,1.1406,1.45798,3.00081,363.565,354.545,
0.98,4.0161e+06,2.00232e+06,280000,0.163658,0.0322122,0.165664,0.0329971,5.02056,158.661,0.0364615,0.000733552,1276.79,0.0127,1.1406,1.45798,3.00081,363.513,358.18,
0.99,4.01524e+06,2.00204e+06,280000,0.165315,0.0325422,0.165629,0.032999,5.01921,158.499,0.0364762,0.000733298,1276.82,0.0127,1.1406,1.45798,3.00081,363.462,361.815,
1,4.01438e+06,2.00175e+06,280000,0.166971,0.0328721,0.165594,0.0330008,5.01786,158.338,0.0364908,0.000733045,1276.85,0.0127,1.1406,1.45798,3.00081,363.41,365.45,
1.01,4.01353e+06,2.00147e+06,280000,0.168627,0.0332021,0.165558,0.0330027,5.01651,158.178,0.0365055,0.000732792,1276.89,0.0127,1.1406,1.45798,3.00081,363.359,369.083,
1.02,4.01267e+06,2.00159e+06,280000,0.170283,0.0335322,0.165564,0.0330073,5.01599,158.056,0.0365201,0.000732601,1276.89,0.0127,1.1406,1.45798,3.00081,363.38,372.717,
1.03,4.01182e+06,2.0013e+06,280000,0.171938,0.0338622,0.165529,0.0330092,5.01464,157.896,0.0365348,0.000732348,1276.93,0.0127,1.1406,1.45798,3.00081,363.328,376.351,
1.04,4.01096e+06,2.00102e+06,280000,0.173594,0.0341923,0.165494,0.033011,5.01329,157.736,0.0365494,0.000732096,1276.96,0.0127,1.1406,1.45798,3.00081,363.277,379.984,
1.05,4.0101e+06,2.00073e+06,280000,0.175249,0.0345224,0.165459,0.0330129,5.01194,157.576,0.0365641,0.000731843,1276.99,0.0127,1.1406,1.45798,3.00081,363.225,383.616,
1.06,4.00925e+06,2.00045e+06,280000,0.176904,0.0348525,0.165423,0.0330147,5.0106,157.417,0.0365787,0.000731591,1277.03,0.0127,1.1406,1.45798,3.00081,363.173,387.248,
1.07,4.00839e+06,2.00056e+06,280000,0.178558,0.0351827,0.165429,0.0330193,5.01007,157.296,0.0365933,0.000731401,1277.03,0.0127,1.1406,1.45798,3.00081,363.194,390.88,
1.08,4.00753e+06,2.00028e+06,280000,0.180213,0.0355128,0.165394,0.0330212,5.00873,157.137,0.036608,0.000731149,1277.06,0.0127,1.1406,1.45798,3.00081,363.143,394.512,
1.09,4.00668e+06,1.99999e+06,280000,0.181867,0.035843,0.165359,0.033023,5.00738,156.978,0.0366226,0.000730898,1277.1,0.0127,1.1406,1.45798,3.00081,363.091,398.143,
1.1,4.00582e+06,1.99971e+06,280000,0.18352,0.0361732,0.165323,0.0330248,5.00604,156.82,0.0366372,0.000730647,1277.13,0.0127,1.1406,1.45798,3.00081,363.039,401.773,
1.11,4.00497e+06,1.99942e+06,280000,0.185174,0.0365035,0.165288,0.0330266,5.00469,156.661,0.0366518,0.000730396,1277.16,0.0127,1.1406,1.45798,3.00081,362.987,405.404,
1.12,4.00411e+06,1.99954e+06,280000,0.186827,0.0368337,0.165294,0.0330312,5.00418,156.542,0.0366664,0.000730207,1277.17,0.0127,1.1406,1.45798,3.00081,363.008,409.034,
1.13,4.00325e+06,1.99925e+06,280000,0.18848,0.037164,0.165259,0.033033,5.00283,156.384,0.036681,0.000729956,1277.2,0.0127,1.1406,1.45798,3.00081,362.956,412.663,
1.14,4.0024e+06,1.99897e+06,280000,0.190133,0.0374944,0.165223,0.0330348,5.00149,156.226,0.0366956,0.000729706,1277.24,0.0127,1.1406,1.45798,3.00081,362.904,416.293,
1.15,4.00154e+06,1.99868e+06,280000,0.191785,0.0378247,0.165188,0.0330367,5.00015,156.069,0.0367102,0.000729455,1277.27,0.0127,1.1406,1.45798,3.00081,362.853,419.921,
1.16,4.00068e+06,1.9984e+06,280000,0.193437,0.038155,0.165153,0.0330384,4.99881,155.911,0.0367248,0.000729205,1277.3,0.0127,1.1406,1.45798,3.00081,362.801,423.55,
1.17,3.99983e+06,1.99851e+06,280000,0.195089,0.0384854,0.165159,0.033043,4.99829,155.793,0.0367394,0.000729017,1277.31,0.0127,1.1406,1.45798,3.00081,362.822,427.178,
1.18,3.99897e+06,1.99823e+06,280000,0.19674,0.0388158,0.165123,0.0330448,4.99695,155.636,0.0367539,0.000728768,1277.34,0.0127,1.1406,1.45798,3.00081,362.77,430.806,
1.19,3.99812e+06,1.99794e+06,280000,0.198392,0.0391463,0.165088,0.0330466,4.99561,155.48,0.0367685,0.000728518,1277.38,0.0127,1.14061,1.45798,3.00081,362.718,434.433,
1.2,3.99726e+06,1.99766e+06,280000,0.200043,0.0394767,0.165053,0.0330484,4.99427,155.324,0.0367831,0.000728269,1277.41,0.0127,1.14061,1.45798,3.00081,362.667,438.06,
1.21,3.9964e+06,1.99737e+06,280000,0.201693,0.0398072,0.165017,0.0330502,4.99294,155.167,0.0367976,0.00072802,1277.45,0.0127,1.14061,1.45798,3.00081,362.615,441.687,
1.22,3.99555e+06,1.99749e+06,280000,0.203344,0.0401377,0.165023,0.0330548,4.99242,155.05,0.0368122,0.000727833,1277.45,0.0127,1.14061,1.45798,3.00081,362.636,445.313,
1.23,3.99469e+06,1.9972e+06,279000,0.204994,0.0404682,0.164988,0.0330566,4.99108,154.895,0.0368267,0.000727585,1277.49,0.0127,1.14061,1.45744,3.00081,362.448,448.938,
1.24,3.99384e+06,1.99691e+06,279000,0.206644,0.0407988,0.164953,0.0330583,4.98975,154.739,0.0368413,0.000727336,1277.52,0.0127,1.14062,1.45744,3.00081,362.396,452.562,
1.25,3.99298e+06,1.99663e+06,279000,0.208294,0.0411294,0.164917,0.0330601,4.98841,154.584,0.0368558,0.000727088,1277.55,0.0127,1.14062,1.45744,3.00081,362.344,456.186,
1.26,3.99212e+06,1.99634e+06,279000,0.209943,0.0414599,0.164882,0.0330618,4.98708,154.429,0.0368704,0.00072684,1277.59,0.0127,1.14062,1.45744,3.00081,362.292,459.809,
1.27,3.99127e+06,1.99646e+06,279000,0.211592,0.0417906,0.164888,0.0330664,4.98657,154.313,0.0368849,0.000726654,1277.59,0.0127,1.14062,1.45744,3.00081,362.313,463.432,
1.28,3.99041e+06,1.99617e+06,279000,0.213241,0.0421212,0.164853,0.0330682,4.98523,154.158,0.0368994,0.000726407,1277.63,0.0127,1.14063,1.45744,3.00081,362.261,467.055,
1.29,3.98955e+06,1.99589e+06,279000,0.21489,0.0424519,0.164817,0.0330699,4.9839,154.004,0.036914,0.000726159,1277.66,0.0127,1.14063,1.45744,3.00081,362.209,470.678,
1.3,3.9887e+06,1.9956e+06,279000,0.216538,0.0427826,0.164782,0.0330717,4.98256,153.85,0.0369285,0.000725912,1277.69,0.0127,1.14063,1.45744,3.00081,362.157,474.299,
1.31,3.98784e+06,1.99531e+06,279000,0.218186,0.0431133,0.164746,0.0330734,4.98123,153.696,0.036943,0.000725665,1277.73,0.0127,1.14063,1.45744,3.00081,362.105,477.921,
1.32,3.98699e+06,1.99543e+06,279000,0.219834,0.043444,0.164752,0.033078,4.98072,153.581,0.0369575,0.00072548,1277.73,0.0127,1.14063,1.45744,3.00081,362.126,481.542,
1.33,3.98613e+06,1.99514e+06,279000,0.221481,0.0437747,0.164717,0.0330797,4.97939,153.427,0.036972,0.000725234,1277.77,0.0127,1.14064,1.45744,3.00081,362.074,485.163,
1.34,3.98527e+06,1.99485e+06,279000,0.223128,0.0441055,0.164681,0.0330814,4.97806,153.274,0.0369865,0.000724987,1277.8,0.0127,1.14064,1.45744,3.00081,362.022,488.783,
1.35,3.98442e+06,1.99457e+06,279000,0.224775,0.0444363,0.164646,0.0330832,4.97673,153.121,0.037001,0.000724741,1277.84,0.0127,1.14064,1.45744,3.00081,361.97,492.403,
1.36,3.98356e+06,1.99468e+06,279000,0.226422,0.0447672,0.164652,0.0330877,4.97622,153.007,0.0370155,0.000724557,1277.84,0.0127,1.14064,1.45744,3.00081,361.991,496.023,
1.37,3.98271e+06,1.9944e+06,279000,0.228069,0.045098,0.164617,0.0330895,4.97489,152.854,0.03703,0.000724311,1277.88,0.0127,1.14065,1.45744,3.00081,361.939,499.643,
